canonical_id,woo_product_id,woo_parent_product_id,woo_variation_id,sku,slug,name,entity_type,category,brand,status,approval_status,release_state,customer_purchasable,catalog_visibility,stock_status,price_usd,currency,billing_model,short_summary,description,benefits,audience,customer_goals,eligibility_rules,exclusions,fulfillment_type,fulfillment_platform,canonical_url,checkout_url,booking_url,payment_plan_available,payment_plan_amount,payment_plan_url,payment_processor,coupon_relationship,wix_plan_id,wordpress_page_id,source_authority,source_ids,source_updated_at,snapshot_generated_at,catalog_version,record_checksum
wnb:nft:torque:platinum,875,875,880,WNB-NFT-875-PLA,torque-nft-membership,Torque - NFT Membership (Platinum),NFT_MEMBERSHIP_TIER,"[""Membership"", ""NFT"", ""Legends"", ""Platinum""]",Wake'n'Bake Lounge,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,40000.0,USD,ONE_TIME,"Torque - NFT Membership (Platinum Tier, $40,000).",Platinum tier membership for Torque character in Wake'n'Bake Legends.,"[""Platinum collectible pass"", ""VIP Lounge access"", ""Full access package""]","[""Legends patrons""]","[""Join Legends at top tier Platinum level""]","[""21+""]",[],MEMBERSHIP_ACCESS,WOOCOMMERCE,https://cccultivate.com/product/torque-nft-membership/?attribute_membership-tiers=Platinum,https://cccultivate.com/product/torque-nft-membership/?attribute_membership-tiers=Platinum,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/875/,woocommerce,"{""woo_parent_product_id"": 875, ""woo_variation_id"": 880, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,406ab568b217f3c2546ab0811872cd9ed1e3207df657f4b986b2cf69a82ad0fc
wnb:nft:the-chemist,882,882,,WNB-NFT-882,the-chemist-nft-membership,The Chemist - NFT Membership,NFT_MEMBERSHIP_PARENT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-chemist-nft-membership/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-chemist-nft-membership/,woocommerce,"{""woo_parent_product_id"": 882, ""woo_variation_id"": null, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,50f068725625300bde5a05e4183592cca9cc60649b5eb07d1bdd04feedea695e
wnb:nft:the-chemist:bronze,882,882,883,WNB-NFT-882-BRO,the-chemist-nft-membership,The Chemist - NFT Membership (Bronze),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,5000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-chemist-nft-membership/?attribute_membership-tiers=Bronze,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-chemist-nft-membership/,woocommerce,"{""woo_parent_product_id"": 882, ""woo_variation_id"": 883, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,9226c1c0e5cc82d4ccbd443c8d07a7b0dc3e0907449314f11598b041a7a130ce
wnb:nft:the-chemist:copper,882,882,884,WNB-NFT-882-COP,the-chemist-nft-membership,The Chemist - NFT Membership (Copper),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,10000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-chemist-nft-membership/?attribute_membership-tiers=Copper,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-chemist-nft-membership/,woocommerce,"{""woo_parent_product_id"": 882, ""woo_variation_id"": 884, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,05f3f7fb24042a6c2afed34d4594c604fedcaea5b89ab12123889ba161c5c64a
wnb:nft:the-chemist:titanium,882,882,885,WNB-NFT-882-TIT,the-chemist-nft-membership,The Chemist - NFT Membership (Titanium),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,20000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-chemist-nft-membership/?attribute_membership-tiers=Titanium,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-chemist-nft-membership/,woocommerce,"{""woo_parent_product_id"": 882, ""woo_variation_id"": 885, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,00109699a1135bcdb5274933d88d8c5549bcb53c397a10a8aa785326dff44be5
wnb:nft:the-chemist:platinum,882,882,886,WNB-NFT-882-PLA,the-chemist-nft-membership,The Chemist - NFT Membership (Platinum),NFT_MEMBERSHIP_TIER,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,40000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/the-chemist-nft-membership/?attribute_membership-tiers=Platinum,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/the-chemist-nft-membership/,woocommerce,"{""woo_parent_product_id"": 882, ""woo_variation_id"": 886, ""wix_entity"": ""Legends/Hub""}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,fa641a35613183af3f1d715a6f9f8fac696acb45f907afcfa0e6b05bc9bd4016
ccc:book:wakenbake-lounge-cannabis-botanical-collection-volume-1,,,,CCC-PRD-WAKENB,wakenbake-lounge-cannabis-botanical-collection-volume-1,Wake'n'Bake Lounge Cannabis Botanical Collection - Volume 1,BOOK,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,14.99,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/wakenbake-lounge-cannabis-botanical-collection-volume-1/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/wakenbake-lounge-cannabis-botanical-collection-volume-1/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,275378e5d319f3ac5abfd265c732b244a403ea36da56973cd17df709de8e98fa
ccc:product:therapeutic-oil-tincture-monthly,,,,CCC-PRD-THERAP,therapeutic-oil-tincture-monthly,Therapeutic Oil Tincture monthly,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,45.0,USD,RECURRING_MONTHLY,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/therapeutic-oil-tincture-monthly/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/therapeutic-oil-tincture-monthly/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,9498e3882cd953bd038ab2d7726c74a2c7f6ac5a65eef8093d90a808aaa1c53e
ccc:product:therapeutic-oil-tincture-1-time,,,,CCC-PRD-THERAP,therapeutic-oil-tincture-1-time,Therapeutic Oil Tincture 1-time,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,55.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/therapeutic-oil-tincture-1-time/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/therapeutic-oil-tincture-1-time/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,f0a3762f8ca22436d8e93344cd3e689f22bf7706a9cb6df472f5361db9c18715
ccc:product:therapeutic-body-butter-monthly,,,,CCC-PRD-THERAP,therapeutic-body-butter-monthly,Therapeutic Body Butter monthly,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,65.0,USD,RECURRING_MONTHLY,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/therapeutic-body-butter-monthly/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/therapeutic-body-butter-monthly/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,9608993130513591dbeef48c2d6105c4760c7807661c074e90149fbb89ef7c74
ccc:product:therapeutic-combo-monthly-subscription,,,,CCC-PRD-THERAP,therapeutic-combo-monthly-subscription,Therapeutic Combo | Monthly Subscription,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,110.0,USD,RECURRING_MONTHLY,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/therapeutic-combo-monthly-subscription/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/therapeutic-combo-monthly-subscription/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,b6bae427c12b46e7c99a90a50f2d146705253e667d9903e3b833c5cc16ec1ce0
ccc:product:therapeutic-combo-one-time-purchase,,,,CCC-PRD-THERAP,therapeutic-combo-one-time-purchase,Therapeutic Combo | One-Time Purchase,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,125.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/therapeutic-combo-one-time-purchase/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/therapeutic-combo-one-time-purchase/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,ac0aadb7516c0212d20f6fc6dbc7ad6bc9572ab022f6319b829837c7e1cffd82
ccc:product:white-label-oil-per-1oz-min-10oz,,,,CCC-PRD-WHITE-,white-label-oil-per-1oz-min-10oz,Bulk Oil per 1oz min. 10oz,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,150.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/white-label-oil-per-1oz-min-10oz/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/white-label-oil-per-1oz-min-10oz/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,87ad3d66ebc36a2db6b1aa5d68c0ba5722ff35e5bea7ee021f2168e8e3883616
ccc:product:white-label-cbd-combo-per-1oz,,,,CCC-PRD-WHITE-,white-label-cbd-combo-per-1oz,Bulk CBD Combo per 8oz,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,280.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/white-label-cbd-combo-per-1oz/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/white-label-cbd-combo-per-1oz/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,4b3b6a42c0d213cc7f6a1696973d7983223adb0d4a973be4121a391d494f1ec8
ccc:product:infused-cooking-oil-4oz,,,,CCC-PRD-INFUSE,infused-cooking-oil-4oz,Infused Cooking Oil 4oz,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,300.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/infused-cooking-oil-4oz/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/infused-cooking-oil-4oz/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,0580a23262da99a46fccf8d5bf18b807ce6f75345fdc19a0ba283d8317c4ace6
ccc:product:white-label-butter-per-1oz-min-16oz,,,,CCC-PRD-WHITE-,white-label-butter-per-1oz-min-16oz,Bulk Butter per 1oz min 16oz,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,320.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/white-label-butter-per-1oz-min-16oz/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/white-label-butter-per-1oz-min-16oz/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,0ae3d99977e8c54e5f942c97705f2ad3302c605aee0db7a2e73ff6fa5b3301ba
ccc:product:infused-cooking-oil-8oz,,,,CCC-PRD-INFUSE,infused-cooking-oil-8oz,Infused Cooking Oil 8oz,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,500.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/infused-cooking-oil-8oz/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/infused-cooking-oil-8oz/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,6787a666429625276e63c7ecc3edccbabc036309c0966d1003b26159aa19e6f9
ccc:product:infused-cooking-oil-12oz,,,,CCC-PRD-INFUSE,infused-cooking-oil-12oz,Infused Cooking Oil 12oz,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,650.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/infused-cooking-oil-12oz/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/infused-cooking-oil-12oz/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,bbb160c56ca498e1c7bc4ebb9060bf6faf4b5478ff3162178e8302d86e27e0af
ccc:product:infused-cooking-oil-16oz,,,,CCC-PRD-INFUSE,infused-cooking-oil-16oz,Infused Cooking Oil 16oz,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,750.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/infused-cooking-oil-16oz/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/infused-cooking-oil-16oz/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,2240e19224e0b63c0d1705c5c7e5f2a9d1833e4f3bdcc2fdd64e432b397559a1
ccc:product:bulk-butter,,,,CCC-PRD-BULK-B,bulk-butter,Bulk Butter,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,1000.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/bulk-butter/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/bulk-butter/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,d6347df347b3a9170415ab540c34cbeb0e088a7d70833af60bc03268036a28ba
ccc:product:therapeutic-body-butter,,,,CCC-PRD-THERAP,therapeutic-body-butter,Therapeutic Body Butter 1-time,PRODUCT,"[""General""]",Compassionate Care Cultivators,ACTIVE,OWNER_APPROVED,RELEASED,True,visible,instock,75.0,USD,ONE_TIME,,,[],[],[],[],[],DIGITAL_DELIVERY,WOOCOMMERCE,https://cccultivate.com/product/therapeutic-body-butter/,,,False,,,WOOCOMMERCE,,,https://cccultivate.com/product/therapeutic-body-butter/,woocommerce,"{""woo_parent_product_id"": null, ""woo_variation_id"": null, ""wix_entity"": null}",2026-09-14T21:00:42.679598+00:00,2026-09-14T21:00:42.679598+00:00,1.20260914.1705,5abc7780280845326eab9d3795516cdefa8d569dd750b200b538a240d53961f8
